	City	Description	Icon	Main_Weather	ID	Visibility[m]	Humidity[%]	Pressure[hPa]	Time	UNIX_UTC	Rain[3h][mm]	Rain[1h][mm]	Snow[3h][mm]	Snow[1h][mm]	Min_temp	Max_temp	Temp	Country	Sunrise	Sunset	Clouds[%]	Wind_direction	Wind_speed[m/s]	Latitude	Longitude
0	Singapore	clear sky	01n	Clear	1880252	10000	88	1013	2018-10-24 16:30:00	1540398600	0	0	0	0	24	27	25.72	SG	1540334785	1540378259	0	0	1	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	8000	88	1012	2018-10-24 17:00:00	1540400400	0	0	0	0	24	27	25.73	SG	1540334785	1540378259	75	0	0.5	1.29	103.85
0	Singapore	few clouds	02n	Clouds	1880252	9000	88	1012	2018-10-24 17:30:00	1540402200	0	0	0	0	24	27	25.72	SG	1540334785	1540378259	12	0	1	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	8000	88	1011	2018-10-24 18:00:00	1540404000	0	0	0	0	24	27	25.73	SG	1540334785	1540378258	75	0	2.57	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	9000	88	1012	2018-10-24 18:30:00	1540405800	0	0	0	0	24	27	25.72	SG	1540334785	1540378258	75	0	1	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	9000	83	1011	2018-10-24 19:00:00	1540407600	0	0	0	0	24	27	25.73	SG	1540334784	1540378258	75	0	2.57	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	9000	83	1011	2018-10-24 19:30:00	1540409400	0	0	0	0	24	27	25.72	SG	1540334784	1540378258	75	0	0.5	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	9000	88	1010	2018-10-24 20:00:00	1540411200	0	0	0	0	23	26	24.73	SG	1540334784	1540378258	75	0	0.5	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	9000	94	1011	2018-10-24 20:30:00	1540413000	0	0	0	0	23	26	24.72	SG	1540334784	1540378257	75	0	0.5	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	9000	88	1010	2018-10-24 21:00:00	1540414800	0	0	0	0	23	26	24.73	SG	1540334784	1540378257	75	0	2.17	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	9000	94	1011	2018-10-24 21:30:00	1540416600	0	0	0	0	23	26	24.72	SG	1540334784	1540378257	75	0	1	1.29	103.85
0	Singapore	broken clouds	04n	Clouds	1880252	8000	88	1011	2018-10-24 22:00:00	1540418400	0	0	0	0	23	26	24.66	SG	1540334784	1540378257	75	0	1	1.29	103.85
0	Singapore	mist	50n	Mist	1880252	9000	88	1011	2018-10-24 22:30:00	1540420200	0	0	0	0	23	26	24.96	SG	1540334784	1540378257	75	0	1	1.29	103.85
0	Singapore	mist	50n	Mist	1880252	7000	88	1011	2018-10-24 23:00:00	1540422000	0	0	0	0	23	26	24.98	SG	1540334784	1540378256	75	0	0.5	1.29	103.85
0	Singapore	mist	50n	Mist	1880252	7000	94	1012	2018-10-24 23:30:00	1540423800	0	0	0	0	23	26	24.96	SG	1540334783	1540378256	75	0	0.5	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	7000	88	1012	2018-10-25 00:00:00	1540425600	0	0	0	0	24	28	26.48	SG	1540421183	1540464656	75	0	1	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	7000	83	1012	2018-10-25 00:30:00	1540427400	0	0	0	0	24	28	26.44	SG	1540421183	1540464656	75	0	1	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	7000	74	1012	2018-10-25 01:00:00	1540429200	0	0	0	0	27	29	28.24	SG	1540421183	1540464656	75	0	1	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	9000	74	1013	2018-10-25 01:30:00	1540431000	0	0	0	0	27	29	28.22	SG	1540421183	1540464656	75	0	0.5	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	9000	74	1012	2018-10-25 02:00:00	1540432800	0	0	0	0	29	30	29.49	SG	1540421183	1540464655	75	0	1.5	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	10000	74	1013	2018-10-25 02:30:00	1540434600	0	0	0	0	29	30	29.48	SG	1540421183	1540464655	75	0	2.6	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	9000	74	1013	2018-10-25 03:00:00	1540436400	0	0	0	0	30	31	30.25	SG	1540421183	1540464655	75	0	2.1	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	10000	74	1013	2018-10-25 03:30:00	1540438200	0	0	0	0	30	31	30.25	SG	1540421182	1540464655	75	0	3.1	1.29	103.85
0	Singapore	thunderstorm	11d	Thunderstorm	1880252	3000	94	1013	2018-10-25 04:05:00	1540440300	0	0	0	0	24	31	29.28	SG	1540421182	1540464655	40	0	5.7	1.29	103.85
0	Singapore	thunderstorm	11d	Thunderstorm	1880252	10000	66	1012	2018-10-25 04:30:00	1540441800	0	0	0	0	24	31	29.27	SG	1540421182	1540464655	75	0	3.1	1.29	103.85
0	Singapore	thunderstorm	11d	Thunderstorm	1880252	8000	78	1012	2018-10-25 05:00:00	1540443600	0	0	0	0	24	29	27.27	SG	1540421182	1540464654	40	0	3.1	1.29	103.85
0	Singapore	shower rain	09d	Rain	1880252	10000	78	1012	2018-10-25 05:30:00	1540445400	0	0	0	0	24	29	27.27	SG	1540421182	1540464654	75	0	3.1	1.29	103.85
0	Singapore	thunderstorm	11d	Thunderstorm	1880252	8000	74	1011	2018-10-25 06:00:00	1540447200	0	0	0	0	25	30	27.23	SG	1540421182	1540464654	40	0	2.6	1.29	103.85
0	Singapore	thunderstorm	11d	Thunderstorm	1880252	7000	74	1011	2018-10-25 06:30:00	1540449000	0	0	0	0	25	29	26.93	SG	1540421182	1540464654	40	0	2.1	1.29	103.85
0	Singapore	thunderstorm with light rain	11d	Thunderstorm	1880252	10000	74	1010	2018-10-25 07:00:00	1540450800	0	0	0	0	25	30	27.22	SG	1540421182	1540464654	75	0	1	1.29	103.85
0	Singapore	shower rain	09d	Rain	1880252	6000	78	1010	2018-10-25 07:30:00	1540452600	0	0	0	0	25	29	27.19	SG	1540421182	1540464653	40	0	1	1.29	103.85
0	Singapore	thunderstorm with light rain	11d	Thunderstorm	1880252	10000	74	1010	2018-10-25 08:00:00	1540454400	0	0	0	0	26	30	28.23	SG	1540421181	1540464653	75	0	1.5	1.29	103.85
0	Singapore	light rain	10d	Rain	1880252	10000	74	1009	2018-10-25 08:30:00	1540456200	0	0	0	0	26	30	28.46	SG	1540421181	1540464653	75	0	0.5	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	10000	74	1009	2018-10-25 09:00:00	1540458000	0	0	0	0	26	30	27.98	SG	1540421181	1540464653	75	0	2.1	1.29	103.85
0	Singapore	broken clouds	04d	Clouds	1880252	10000	83	1010	2018-10-25 09:30:00	1540459800	0	0	0	0	26	30	27.97	SG	1540421181	1540464653	75	0	1.5	1.29	103.85
